player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,dst_int,dst_fum_rec,dst_sacks,dst_fumbles,dst_tackles,bye,opp,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,return_tds,fumble_TD,pass_comp,pass_att,pass_yds,pass_tds,pass_int,pos_rank,overall_rank,opp_def_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type
Adonai Mitchell,WR,IND,NA,NA,1.7,24.9,NA,NA,0.1,0.1,0.8,NA,0,0.1,3.1,NA,24357,FantasyPros,16626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kameron Johnson,WR,TB,NA,NA,1.6,20.4,NA,NA,0.1,0.1,0.5,NA,0,0,2.9,NA,26626,FantasyPros,16883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allen Lazard,WR,NYJ,NA,NA,1.4,19.2,NA,NA,0.2,0,0,NA,0,0,2.9,NA,17301,FantasyPros,13632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Tolbert,WR,DAL,NA,NA,1.5,18.5,NA,NA,0.2,0,0,NA,0,0,2.9,NA,23770,FantasyPros,15788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamari Thrash,WR,CLE,NA,NA,1.8,20.7,NA,NA,0.1,0,0.4,NA,0,0,2.8,NA,26162,FantasyPros,16624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Westbrook-Ikhine,WR,MIA,NA,NA,1.3,18.5,NA,NA,0.2,0,0.1,NA,0,0,2.8,NA,19747,FantasyPros,15109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parker Washington,WR,JAC,NA,NA,1.8,20.5,NA,NA,0.1,0,0.1,NA,0,0,2.7,NA,23106,FantasyPros,16192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mack Hollins,WR,NE,NA,NA,1.4,16.2,NA,NA,0.2,0,0,NA,0,0,2.7,NA,16489,FantasyPros,13289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandin Cooks,WR,NO,NA,NA,1.9,19.7,NA,NA,0.1,0,0.3,NA,0,0,2.7,NA,12122,FantasyPros,11674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylin Noel,WR,HOU,NA,NA,1.6,17.9,NA,NA,0.1,0.2,1.2,NA,0,0,2.6,NA,27122,FantasyPros,17080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaac TeSlaa,WR,DET,NA,NA,1.3,16.3,NA,NA,0.2,0,0.2,NA,0,0,2.6,NA,27446,FantasyPros,17157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pat Bryant,WR,DEN,NA,NA,1.6,17.4,NA,NA,0.1,0,0,NA,0,0,2.4,NA,27211,FantasyPros,17082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roman Wilson,WR,PIT,NA,NA,1.3,16.2,NA,NA,0.1,0,0.2,NA,0,0,2.4,NA,26160,FantasyPros,16629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Johnson,WR,NYJ,NA,NA,1.5,18.1,NA,NA,0.1,0,0,NA,0,0,2.4,NA,18633,FantasyPros,14864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Dortch,WR,ARI,NA,NA,1.6,14,NA,NA,0.1,0.6,2.6,NA,0,0,2.3,NA,18585,FantasyPros,14108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalin Hyatt,WR,NYG,NA,NA,1.4,18.4,NA,NA,0.1,0,0,NA,0,0,2.3,NA,25251,FantasyPros,16183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Savion Williams,WR,GB,NA,NA,1,12.6,NA,NA,0.1,0.6,3.5,NA,0,0,2.3,NA,27144,FantasyPros,17096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Renfrow,WR,CAR,NA,NA,1.7,14.3,NA,NA,0.1,0,0,NA,0,0,2.2,NA,18345,FantasyPros,14123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dont'e Thornton Jr.,WR,LV,NA,NA,1.4,17.1,NA,NA,0.1,0,0.1,NA,0,0,2.2,NA,27288,FantasyPros,17087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Heath,WR,GB,NA,NA,1.2,15,NA,NA,0.1,0,0,NA,0,0,2.1,NA,25668,FantasyPros,16413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robbie Chosen,WR,WAS,NA,NA,0.9,14.7,NA,NA,0.1,0.1,0.2,NA,0,0,2,NA,15688,FantasyPros,12930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Casey Washington,WR,ATL,NA,NA,1.2,15.1,NA,NA,0.1,0,0,NA,0,0,2,NA,26413,FantasyPros,16760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyquan Thornton,WR,KC,NA,NA,0.8,12.3,NA,NA,0.1,0.1,0.7,NA,0,0,2,NA,22913,FantasyPros,15787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Thielen,WR,MIN,NA,NA,1.2,12.5,NA,NA,0.1,0,0.1,NA,0,0,1.9,NA,13429,FantasyPros,11938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Williams,WR,NE,NA,NA,1.1,13.8,NA,NA,0.1,0.2,0.7,NA,0,0,1.8,NA,27487,FantasyPros,17134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JuJu Smith-Schuster,WR,KC,NA,NA,1.1,12.1,NA,NA,0.1,0,0.1,NA,0,0,1.8,NA,16427,FantasyPros,13156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahan Dotson,WR,PHI,NA,NA,1.1,13.3,NA,NA,0.1,0,0.1,NA,0,0,1.8,NA,23101,FantasyPros,15755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kalif Raymond,WR,DET,NA,NA,1,12.8,NA,NA,0.1,0.1,0.4,NA,0,0,1.8,NA,16081,FantasyPros,13066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Flournoy,WR,DAL,NA,NA,0.9,12,NA,NA,0.1,0.3,1.5,NA,0,0,1.7,NA,26398,FantasyPros,16778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Smith,WR,LAR,NA,NA,0.9,13.1,NA,NA,0.1,0.2,1.1,NA,0,0.1,1.6,NA,25627,FantasyPros,16428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Skowronek,WR,PIT,NA,NA,0.8,9.5,NA,NA,0.1,0,0.1,NA,0,0,1.4,NA,22843,FantasyPros,15491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devaughn Vele,WR,NO,NA,NA,1,10.4,NA,NA,0.1,0,0.1,NA,0,0,1.4,NA,26409,FantasyPros,16788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gage Larvadain,WR,CLE,NA,NA,0.9,10,NA,NA,0.1,0,0,NA,0,0,1.4,NA,27829,FantasyPros,17349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jimmy Horn Jr.,WR,CAR,NA,NA,0.7,7.8,NA,NA,0.1,0.1,0.6,NA,0,0,1.2,NA,27294,FantasyPros,17234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tre Harris,WR,LAC,NA,NA,0.7,7.9,NA,NA,0.1,0,0.1,NA,0,0,1.1,NA,26215,FantasyPros,17072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beaux Collins,WR,NYG,NA,NA,0.7,8.3,NA,NA,0,0,0,NA,0,0,1.1,NA,22925,FantasyPros,17303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tim Patrick,WR,JAC,NA,NA,0.6,7.9,NA,NA,0,0,0,NA,0,0,1,NA,16556,FantasyPros,13377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Skyy Moore,WR,SF,NA,NA,0.6,7,NA,NA,0,0,0,NA,0,0,0.9,NA,23905,FantasyPros,15766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dee Eskridge,WR,MIA,NA,NA,0.5,5.8,NA,NA,0,0,0.3,NA,0,0,0.9,NA,22785,FantasyPros,15302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Gould,WR,IND,NA,NA,0.6,6,NA,NA,0,0,0,NA,0,0,0.8,NA,26404,FantasyPros,16732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brycen Tremayne,WR,CAR,NA,NA,0.4,4.7,NA,NA,0,0,0,NA,0,0,0.6,NA,25631,FantasyPros,16949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Miller,WR,TB,NA,NA,0.3,4,NA,NA,0,0,0,NA,0,0,0.6,NA,25857,FantasyPros,16958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alex Bachman,WR,LV,NA,NA,0.4,5,NA,NA,0,0,0,NA,0,0,0.6,NA,18902,FantasyPros,14548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Sills V,WR,ATL,NA,NA,0.4,4.3,NA,NA,0,0,0,NA,0,0,0.5,NA,18566,FantasyPros,14110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Bobo,WR,SEA,NA,NA,0.3,4,NA,NA,0,0,0,NA,0,0,0.5,NA,25339,FantasyPros,16393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malachi Corley,WR,CLE,NA,NA,0.2,2.2,NA,NA,0,0,0.4,NA,0,0,0.3,NA,26023,FantasyPros,16636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Watkins,WR,SF,NA,NA,0.2,2.5,NA,NA,0,0,0,NA,0,0,0.3,NA,27486,FantasyPros,17192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derius Davis,WR,LAC,NA,NA,0.1,0.5,NA,NA,0,0.6,2.5,NA,0,0,0.3,NA,25334,FantasyPros,16299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cedrick Wilson Jr.,WR,MIA,NA,NA,0.1,1.5,NA,NA,0,0,0.1,NA,0,0,0.2,NA,17262,FantasyPros,13652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KeAndre Lambert-Smith,WR,LAC,NA,NA,0.1,1.3,NA,NA,0,0,0.1,NA,0,0,0.2,NA,24372,FantasyPros,17205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trent Sherfield Sr.,WR,DEN,NA,NA,0.1,1.3,NA,NA,0,0,0,NA,0,0,0.2,NA,17888,FantasyPros,13893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
John Metchie III,WR,PHI,NA,NA,0.1,1.2,NA,NA,0,0,0,NA,0,0,0.1,NA,22895,FantasyPros,15759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlie Jones,WR,CIN,NA,NA,0.1,0.8,NA,NA,0,0,0.1,NA,0,0,0.1,NA,25336,FantasyPros,16203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tai Felton,WR,MIN,NA,NA,0.1,0.8,NA,NA,0,0,0,NA,0,0,0.1,NA,27182,FantasyPros,17097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Royals,WR,KC,NA,NA,0.1,0.7,NA,NA,0,0,0,NA,0,0,0.1,NA,27076,FantasyPros,17086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amon-Ra St.,WR,WR,NA,7.2,7.2,82.5,NA,NA,1,0.1,0.5,NA,0,0,16.24,NA,16373,FleaFlicker,15287,NA,NA,NA,NA,NA,8,TBMon 7:00 PM,NA,WR4,1,83,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CeeDee Lamb,WR,DAL,NA,6.6,6.6,85.3,NA,NA,1,0.3,1.9,NA,0,0.1,14.78,NA,15523,FleaFlicker,14832,NA,NA,NA,NA,NA,0,WASSun 4:25 PM,NA,WR7,1,87.2,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davante Adams,WR,LAR,NA,5.5,5.5,82,NA,NA,1,0,0,NA,0,0,14.14,NA,10295,FleaFlicker,11675,NA,NA,NA,NA,NA,8,@JAC15:00 1st•,NA,WR9,1,82,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Marr Chase,WR,CIN,NA,6.3,6.3,77.2,NA,NA,1,0.2,1.1,NA,0,0.1,13.71,NA,16250,FleaFlicker,15281,NA,NA,NA,NA,NA,0,PITW 33-31,13.71,WR3,1,78.2,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Pickens,WR,DAL,NA,4.6,4.6,72.6,NA,NA,1,0,0.2,NA,0,0,13.22,NA,16859,FleaFlicker,15762,NA,NA,NA,NA,NA,0,WASSun 4:25 PM,NA,WR12,1,72.8,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DK Metcalf,WR,PIT,NA,4.4,4.4,70.8,NA,NA,1,0,0.1,NA,0,0,13.04,NA,14706,FleaFlicker,14102,NA,NA,NA,NA,NA,5,@CINL 31-33,13.04,WR23,1,70.9,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaxon Smith-Njigba,WR,SEA,NA,6.6,6.6,95.8,NA,NA,0.5,0.3,1.4,NA,0,0.1,12.52,NA,17606,FleaFlicker,16185,NA,NA,NA,NA,NA,8,HOUMon 10:00 PM,NA,WR2,0.5,97.2,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rome Odunze,WR,CHI,NA,4.6,4.6,64.4,NA,NA,1,0,0.1,NA,0,0,12.39,NA,18384,FleaFlicker,16616,NA,NA,NA,NA,NA,5,NOSun 1:00 PM,NA,WR11,1,64.5,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Evans,WR,TB,NA,4.2,4.2,61.6,NA,NA,1,0,0,NA,0,0,12.12,NA,10252,FleaFlicker,11671,NA,NA,NA,NA,NA,9,@DETMon 7:00 PM,NA,WR22,1,61.6,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Jefferson,WR,MIN,NA,5.9,5.9,80,NA,NA,0.4,0,0.1,NA,0,0,10.53,NA,15540,FleaFlicker,14836,NA,NA,NA,NA,NA,6,PHISun 1:00 PM,NA,WR5,0.4,80.1,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nico Collins,WR,HOU,NA,5.3,5.3,74.1,NA,NA,0.5,0.1,0.3,NA,0,0.1,10.08,NA,16281,FleaFlicker,15290,NA,NA,NA,NA,NA,6,@SEAMon 10:00 PM,NA,WR6,0.5,74.4,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drake London,WR,ATL,NA,6.1,6.1,76.3,NA,NA,0.4,0,0.1,NA,0,0.1,10.04,NA,16823,FleaFlicker,15751,NA,NA,NA,NA,NA,5,@SFSun 8:20 PM,NA,WR8,0.4,76.4,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quentin Johnston,WR,LAC,NA,4.4,4.4,62.4,NA,NA,0.5,0.2,1.1,NA,0,0.1,9.08,NA,17593,FleaFlicker,16188,NA,NA,NA,NA,NA,2,INDSun 4:05 PM,NA,WR26,0.5,63.4,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashee Rice,WR,KC,NA,5,5,60,NA,NA,0.5,0.1,0.5,NA,0,0,8.99,NA,17633,FleaFlicker,16194,NA,NA,NA,NA,NA,0,LVSun 1:00 PM,NA,WR17,0.5,60.5,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Courtland Sutton,WR,DEN,NA,4.8,4.8,63.1,NA,NA,0.5,0,0,NA,0,0.1,8.95,NA,13795,FleaFlicker,13630,NA,NA,NA,NA,NA,2,NYGSun 4:05 PM,NA,WR14,0.5,63.1,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Brown,WR,PHI,NA,4.8,4.8,66.3,NA,NA,0.4,0,0,NA,0,0,8.75,NA,14694,FleaFlicker,14104,NA,NA,NA,NA,NA,9,@MINSun 1:00 PM,NA,WR13,0.4,66.3,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Waddle,WR,MIA,NA,5.1,5.1,65.2,NA,NA,0.3,0.2,0.7,NA,0,0,8.57,NA,16236,FleaFlicker,15284,NA,NA,NA,NA,NA,2,@CLESun 1:00 PM,NA,WR20,0.3,65.9,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tetairoa McMillan,WR,CAR,NA,4.7,4.7,62.5,NA,NA,0.4,0,1,NA,0,0.1,8.57,NA,19258,FleaFlicker,17071,NA,NA,NA,NA,NA,4,@NYJSun 1:00 PM,NA,WR15,0.4,63.4,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jameson Williams,WR,DET,NA,3.6,3.6,59,NA,NA,0.3,0.8,3.6,NA,0,0,8.55,NA,16830,FleaFlicker,15756,NA,NA,NA,NA,NA,8,TBMon 7:00 PM,NA,WR29,0.4,62.6,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ladd McConkey,WR,LAC,NA,5.2,5.2,63.5,NA,NA,0.4,0,0.1,NA,0,0,8.52,NA,18407,FleaFlicker,16627,NA,NA,NA,NA,NA,2,INDSun 4:05 PM,NA,WR21,0.4,63.6,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brian Thomas,WR,JAC,NA,4.5,4.5,63.9,NA,NA,0.3,0.1,0.9,NA,0,0,8.42,NA,18361,FleaFlicker,16618,NA,NA,NA,NA,NA,8,LAR15:00 1st,NA,WR10,0.3,64.8,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keenan Allen,WR,LAC,NA,5.4,5.4,57.4,NA,NA,0.4,0,0.1,NA,0,0,8.31,NA,9380,FleaFlicker,11222,NA,NA,NA,NA,NA,2,INDSun 4:05 PM,NA,NA,0.4,57.5,88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Worthy,WR,KC,NA,3.9,3.9,48.1,NA,NA,0.4,1.5,7.8,NA,0.1,0,8.2,NA,18363,FleaFlicker,16620,NA,NA,NA,NA,NA,0,LVSun 1:00 PM,NA,WR27,0.4,56,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romeo Doubs,WR,GB,NA,4,4,54,NA,NA,0.5,0,0.1,NA,0,0,8.19,NA,16941,FleaFlicker,15779,NA,NA,NA,NA,NA,5,@ARISun 4:25 PM,NA,NA,0.5,54,79%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Olave,WR,NO,NA,6.1,6.1,63.9,NA,NA,0.3,0,0.1,NA,0,0,8.01,NA,16824,FleaFlicker,15754,NA,NA,NA,NA,NA,1,@CHISun 1:00 PM,NA,NA,0.3,63.9,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Pittman,WR,IND,NA,5.5,5.5,59.8,NA,NA,0.3,0,0.1,NA,0,0,7.91,NA,15603,FleaFlicker,14842,NA,NA,NA,NA,NA,1,@LACSun 4:05 PM,NA,NA,0.3,59.9,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
