player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,dst_int,dst_fum_recvr,dst_sacks,dst_fumbles,dst_tackles,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
"Cook, James",RB,BUF,NA,13.1,60,NA,0.4,2.9,2.4,24,NA,NA,0.2,0.1,11.9,NA,NA,FantasySharks,15715,NA,NA,NA,NA,NA,@NYJ,0.3,0,0,0,0.1,0,0.4,0.1,0.1,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pollard, Tony",RB,TEN,NA,14.8,60,NA,0.5,4.1,3.2,22,NA,NA,0,0,11.4,NA,NA,FantasySharks,14085,NA,NA,NA,NA,NA,IND,0.3,0.1,0.2,0,0,0,0.6,0.1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Swift, D'Andre",RB,CHI,NA,15.6,59,NA,0.4,3.8,3,27,NA,NA,0,0,11.3,NA,NA,FantasySharks,14797,NA,NA,NA,NA,NA,JAC,0.3,0,0,0.1,0,0,0.2,0.1,0.1,0,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mixon, Joe",RB,HOU,NA,13.8,55,NA,0.3,3.7,2.8,23,NA,NA,0.2,0,11,NA,NA,FantasySharks,13131,NA,NA,NA,NA,NA,@NEP,0.3,0,0,0,0,0,0.6,0.1,0.1,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Brian",RB,WAS,NA,13.5,57,NA,0.5,2.2,1.8,15,NA,NA,0.1,0.1,11,NA,NA,FantasySharks,15716,NA,NA,NA,NA,NA,@BAL,0.5,0.1,0,0,0,0,0.4,0.1,0,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jacobs, Josh",RB,GBP,NA,17.9,76,NA,0.3,2.7,2,16,NA,NA,0,0.1,10.6,NA,NA,FantasySharks,14073,NA,NA,NA,NA,NA,ARI,0.3,0,0,0,0,0,0.4,0.1,0,0,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Etienne, Travis",RB,JAC,NA,12.9,53,NA,0.5,4.2,3.2,23,NA,NA,0,0.1,10.3,NA,NA,FantasySharks,15253,NA,NA,NA,NA,NA,@CHI,0.3,0,0.1,0,0,0.1,0.2,0.1,0.1,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hubbard, Chuba",RB,CAR,NA,14.3,65,NA,0.3,3.3,2.8,15,NA,NA,0.1,0.1,10.2,NA,NA,FantasySharks,15261,NA,NA,NA,NA,NA,ATL,0.3,0,0,0.1,0,0,0.2,0.1,0,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harris, Najee",RB,PIT,NA,16.4,62,NA,0.3,3,2.1,16,NA,NA,0,0,10,NA,NA,FantasySharks,15254,NA,NA,NA,NA,NA,@LVR,0.3,0,0,0,0,0,0.3,0.1,0,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moss, Zack",RB,CIN,NA,10.8,41,NA,0.4,3.4,2.7,20,NA,NA,0.2,0,9.3,NA,NA,FantasySharks,14798,NA,NA,NA,NA,NA,@NYG,0.4,0,0,0,0,0,0.5,0.1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Singletary, Devin",RB,NYG,NA,14.2,60,NA,0.4,2.7,2,14,NA,NA,0,0.3,9.3,NA,NA,FantasySharks,14080,NA,NA,NA,NA,NA,CIN,0.4,0,0,0,0,0,0.1,0.1,0,1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stevenson, Rhamondre",RB,NEP,NA,12.8,56,NA,0.4,4.3,3.2,15,NA,NA,0,0.2,9.2,NA,NA,FantasySharks,15259,NA,NA,NA,NA,NA,HOU,0.2,0,0,0.1,0,0,0.7,0.1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White, Rachaad",RB,TBB,NA,12.8,48,NA,0.1,4.1,3.7,28,NA,NA,0.1,0.1,8.9,NA,NA,FantasySharks,15721,NA,NA,NA,NA,NA,@NOS,0.1,0,0,0,0,0,0.5,0.1,0.1,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dobbins, J.K.",RB,LAC,NA,11.3,55,NA,0.3,3.1,2.3,14,NA,NA,0,0.1,8.7,NA,NA,FantasySharks,14800,NA,NA,NA,NA,NA,@DEN,0.1,0.1,0,0,0.1,0,0.3,0.1,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ford, Jerome",RB,CLE,NA,10.3,47,NA,0.2,4.2,3.2,18,NA,NA,0.1,0,8.7,NA,NA,FantasySharks,15713,NA,NA,NA,NA,NA,@PHI,0.2,0,0,0,0,0,0.2,0.1,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dowdle, Rico",RB,DAL,NA,10.1,42,NA,0.2,2.7,2,17,NA,NA,0.2,0,8.3,NA,NA,FantasySharks,14823,NA,NA,NA,NA,NA,DET,0.2,0,0,0,0,0,0.3,0.1,0,1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ekeler, Austin",RB,WAS,NA,7.7,39,NA,0.3,3.2,2.7,26,NA,NA,0,0.1,8.3,NA,NA,FantasySharks,13404,NA,NA,NA,NA,NA,@BAL,0.2,0,0.1,0,0,0,0.3,0.1,0.1,24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allgeier, Tyler",RB,ATL,NA,11.7,53,NA,0.2,1.7,1.5,12,NA,NA,0,0,7.8,NA,NA,FantasySharks,15712,NA,NA,NA,NA,NA,@CAR,0.1,0,0,0,0,0,0.1,0.1,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Javonte",RB,DEN,NA,11,41,NA,0.1,3.5,2.8,18,NA,NA,0.1,0.1,6.9,NA,NA,FantasySharks,15256,NA,NA,NA,NA,NA,LAC,0.1,0,0,0,0,0,0.2,0.1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, Chase",RB,CIN,NA,6.5,33,NA,0.2,2,1.7,11,NA,NA,0.2,0,6.7,NA,NA,FantasySharks,16181,NA,NA,NA,NA,NA,@NYG,0.2,0,0,0,0,0,0.4,0,0,24,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White, Zamir",RB,LVR,NA,12.3,48,NA,0.2,2.3,1.7,9,NA,NA,0,0.2,6.5,NA,NA,FantasySharks,15714,NA,NA,NA,NA,NA,PIT,0.2,0,0,0,0,0,0.2,0,0,2,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Roschon",RB,CHI,NA,8,27,NA,0.4,2.3,1.7,11,NA,NA,0,0,6.4,NA,NA,FantasySharks,16175,NA,NA,NA,NA,NA,JAC,0.4,0,0,0,0,0,0.1,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mattison, Alexander",RB,LVR,NA,6.2,25,NA,0.2,2.1,1.5,14,NA,NA,0.1,0,6.1,NA,NA,FantasySharks,14223,NA,NA,NA,NA,NA,PIT,0.2,0,0,0,0,0,0.2,0.1,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hill, Justice",RB,BAL,NA,5.3,25,NA,0.1,3.8,2.6,23,NA,NA,0.1,0,6.1,NA,NA,FantasySharks,14086,NA,NA,NA,NA,NA,WAS,0.1,0,0,0,0,0,0.4,0.1,0.1,7,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spears, Tyjae",RB,TEN,NA,6.4,25,NA,0.2,3.8,3.1,22,NA,NA,0,0,5.9,NA,NA,FantasySharks,16165,NA,NA,NA,NA,NA,IND,0.1,0,0,0,0,0,0.3,0.1,0,10,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Charbonnet, Zach",RB,SEA,NA,6,26,NA,0.2,3,2.4,18,NA,NA,0.1,0,5.9,NA,NA,FantasySharks,16169,NA,NA,NA,NA,NA,SFO,0.1,0.1,0,0,0,0,0.1,0.1,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Warren, Jaylen",RB,PIT,NA,7.2,34,NA,0.1,3.2,2.6,16,NA,NA,0,0.1,5.7,NA,NA,FantasySharks,15742,NA,NA,NA,NA,NA,@LVR,0,0.1,0,0,0,0,0.3,0.1,0,5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bigsby, Tank",RB,JAC,NA,5.9,34,NA,0.3,0.6,0.3,4,NA,NA,0,0,5.3,NA,NA,FantasySharks,16164,NA,NA,NA,NA,NA,@CHI,0.1,0.1,0,0,0,0.1,0,0,0,6,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gibson, Antonio",RB,NEP,NA,5.7,30,NA,0.1,2.2,1.8,17,NA,NA,0,0,5.1,NA,NA,FantasySharks,14852,NA,NA,NA,NA,NA,HOU,0,0,0,0,0,0,0.1,0.1,0,6,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allen, Braelon",RB,NYJ,NA,6.5,25,NA,0.1,2.5,1.7,13,NA,NA,0.1,0,4.9,NA,NA,FantasySharks,16596,NA,NA,NA,NA,NA,BUF,0,0,0.1,0,0,0,0.2,0.1,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Irving, Bucky",RB,TBB,NA,7.4,36,NA,0.1,2,1.6,8,NA,NA,0,0.2,4.8,NA,NA,FantasySharks,16598,NA,NA,NA,NA,NA,@NOS,0.1,0,0,0,0,0,0.2,0,0,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elliott, Ezekiel",RB,DAL,NA,6.7,23,NA,0.1,2.2,1.6,12,NA,NA,0.1,0,4.7,NA,NA,FantasySharks,12625,NA,NA,NA,NA,NA,DET,0.1,0,0,0,0,0,0.3,0.1,0,0.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edwards, Gus",RB,LAC,NA,8.7,31,NA,0.2,0.6,0.5,4,NA,NA,0,0.1,4.7,NA,NA,FantasySharks,13850,NA,NA,NA,NA,NA,@DEN,0.2,0,0,0,0,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Herbert, Khalil",RB,CHI,NA,6.5,29,NA,0.2,1.4,1,5,NA,NA,0,0,4.4,NA,NA,FantasySharks,15271,NA,NA,NA,NA,NA,JAC,0.1,0,0,0,0,0,0.2,0,0,4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pierce, Dameon",RB,HOU,NA,7.4,26,NA,0.1,1.4,1.1,9,NA,NA,0,0,4.4,NA,NA,FantasySharks,15717,NA,NA,NA,NA,NA,@NEP,0,0.1,0,0,0,0,0.1,0,0,4,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Strong Jr., Pierre",RB,CLE,NA,7.2,25,NA,0.2,1.5,1.1,9,NA,NA,0,0,4.4,NA,NA,FantasySharks,15733,NA,NA,NA,NA,NA,@PHI,0.2,0,0,0,0,0,0.1,0,0,11,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sermon, Trey",RB,IND,NA,5.1,22,NA,0.2,1.4,1.3,8,NA,NA,0,0,4.2,NA,NA,FantasySharks,15257,NA,NA,NA,NA,NA,@TEN,0.2,0,0,0,0,0,0.2,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McLaughlin, Jaleel",RB,DEN,NA,4.9,20,NA,0.1,2.2,1.8,7,NA,NA,0.1,0.1,4,NA,NA,FantasySharks,16390,NA,NA,NA,NA,NA,LAC,0.1,0,0,0,0,0,0.3,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gainwell, Kenneth",RB,PHI,NA,4.3,20,NA,0.1,2.3,1.8,12,NA,NA,0,0,3.6,NA,NA,FantasySharks,15255,NA,NA,NA,NA,NA,CLE,0,0,0,0,0,0,0.1,0.1,0,8,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sanders, Miles",RB,CAR,NA,6.1,21,NA,0.1,2.3,1.7,10,NA,NA,0,0,3.6,NA,NA,FantasySharks,14079,NA,NA,NA,NA,NA,ATL,0.1,0,0,0,0,0,0.3,0,0,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davis, Ray",RB,BUF,NA,5.1,17,NA,0.2,1.2,0.9,6,NA,NA,0,0,3.4,NA,NA,FantasySharks,16603,NA,NA,NA,NA,NA,@NYJ,0.2,0,0,0,0,0,0.1,0,0,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Ty",RB,BUF,NA,2.9,13,NA,0.1,1.1,0.8,8,NA,NA,0.1,0,3.4,NA,NA,FantasySharks,14095,NA,NA,NA,NA,NA,@NYJ,0.1,0,0,0,0,0,0.3,0,0,13,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guerendo, Isaac",RB,SFO,NA,3.9,19,NA,0.1,1.5,1,9,NA,NA,0,0,3.4,NA,NA,FantasySharks,16688,NA,NA,NA,NA,NA,@SEA,0,0,0,0,0,0,0.2,0,0,5,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Akers, Cam",RB,HOU,NA,5.5,21,NA,0.1,1.5,1,6,NA,NA,0.1,0.2,3.4,NA,NA,FantasySharks,14799,NA,NA,NA,NA,NA,@NEP,0,0.1,0,0,0,0,0.2,0,0,9,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Jamaal",RB,NOS,NA,5.6,18,NA,0.1,1.3,1,5,NA,NA,0,0,3.1,NA,NA,FantasySharks,13139,NA,NA,NA,NA,NA,TBB,0.1,0.1,0,0,0,0,0.1,0,0,11,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tracy, Tyrone",RB,NYG,NA,4.9,23,NA,0,1.7,1,8,NA,NA,0,0,3.1,NA,NA,FantasySharks,16747,NA,NA,NA,NA,NA,CIN,0,0,0,0,0,0,0.2,0,0,9,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Emanuel",RB,GBP,NA,5.2,24,NA,0,1.4,0.9,3,NA,NA,0,0,3,NA,NA,FantasySharks,16432,NA,NA,NA,NA,NA,ARI,0,0,0,0,0,0,0.2,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Foreman, D'Onta",RB,CLE,NA,5.6,20,NA,0.1,0.8,0.6,5,NA,NA,0,0.1,2.7,NA,NA,FantasySharks,13134,NA,NA,NA,NA,NA,@PHI,0.1,0,0,0,0,0,0,0,0,13,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ogunbowale, Dare",RB,HOU,NA,1.7,5,NA,0,1.9,1.3,14,NA,NA,0.1,0,2.6,NA,NA,FantasySharks,13148,NA,NA,NA,NA,NA,@NEP,0,0,0,0,0,0,0.1,0.1,0,4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Demercado, Emari",RB,ARI,NA,2.5,15,NA,0,1.2,1,5,NA,NA,0,0,2.2,NA,NA,FantasySharks,16385,NA,NA,NA,NA,NA,@GBP,0,0,0,0,0,0,0.2,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luepke, Hunter",RB,DAL,NA,0.3,1,NA,0.2,0.8,0.5,10,NA,NA,0,0,2.1,NA,NA,FantasySharks,16391,NA,NA,NA,NA,NA,DET,0.2,0,0,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McNichols, Jeremy",RB,WAS,NA,2.2,11,NA,0.1,0.1,0.1,1,NA,NA,0,0,2.1,NA,NA,FantasySharks,13143,NA,NA,NA,NA,NA,@BAL,0.1,0,0,0,0,0,0.1,0,0,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benson, Trey",RB,ARI,NA,4.2,15,NA,0,0.9,0.7,4,NA,NA,0,0,2,NA,NA,FantasySharks,16594,NA,NA,NA,NA,NA,@GBP,0,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Patterson, Cordarrelle",RB,PIT,NA,3,12,NA,0,1,0.6,3,NA,NA,0,0,1.7,NA,NA,FantasySharks,11225,NA,NA,NA,NA,NA,@LVR,0,0,0,0,0,0,0.2,0,0,11,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juszczyk, Kyle",RB,SFO,NA,0.3,0,NA,0,1.9,1.2,12,NA,NA,0.1,0,1.6,NA,NA,FantasySharks,11367,NA,NA,NA,NA,NA,@SEA,0,0,0,0,0,0,0.2,0.1,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reynolds, Craig",RB,DET,NA,2.3,8,NA,0,0.7,0.6,6,NA,NA,0,0,1.6,NA,NA,FantasySharks,14727,NA,NA,NA,NA,NA,@DAL,0,0,0,0,0,0,0.1,0,0,20,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, D'Ernest",RB,JAC,NA,2.2,5,NA,0,0.9,0.6,7,NA,NA,0,0,1.2,NA,NA,FantasySharks,14331,NA,NA,NA,NA,NA,@CHI,0,0,0,0,0,0,0.1,0,0,5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Abdullah, Ameer",RB,LVR,NA,0.9,4,NA,0,1.4,1.2,7,NA,NA,0,0,1.2,NA,NA,FantasySharks,12155,NA,NA,NA,NA,NA,PIT,0,0,0,0,0,0,0.2,0,0,20,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vaughn, Deuce",RB,DAL,NA,2.9,7,NA,0,1,0.6,4,NA,NA,0,0,1.1,NA,NA,FantasySharks,16176,NA,NA,NA,NA,NA,DET,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Abanikanda, Israel",RB,NYJ,NA,2.6,6,NA,0,1.3,0.8,5,NA,NA,0,0,1,NA,NA,FantasySharks,16168,NA,NA,NA,NA,NA,BUF,0,0,0,0,0,0,0.1,0,0,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taylor, Patrick",RB,SFO,NA,1.4,5,NA,0,0.7,0.5,4,NA,NA,0,0,0.9,NA,NA,FantasySharks,14817,NA,NA,NA,NA,NA,@SEA,0,0,0,0,0,0,0.1,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blackshear, Raheem",RB,CAR,NA,0.7,2,NA,0.1,0.5,0.4,3,NA,NA,0,0,0.9,NA,NA,FantasySharks,15973,NA,NA,NA,NA,NA,ATL,0.1,0,0,0,0,0,0,0,0,36,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miller, Kendre",RB,NOS,NA,1.3,4,NA,0,0.4,0.4,3,NA,NA,0,0,0.8,NA,NA,FantasySharks,16171,NA,NA,NA,NA,NA,TBB,0,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Avery",RB,ATL,NA,1.7,6,NA,0,0.6,0.5,2,NA,NA,0,0,0.7,NA,NA,FantasySharks,15454,NA,NA,NA,NA,NA,@CAR,0,0,0,0,0,0,0.1,0,0,16,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ali, Rasheen",RB,BAL,NA,1.8,6,NA,0,0.5,0.2,2,NA,NA,0,0.1,0.7,NA,NA,FantasySharks,16746,NA,NA,NA,NA,NA,WAS,0,0,0,0,0,0,0.1,0,0,6,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estime, Audric",RB,DEN,NA,1.4,5,NA,0,1,0.8,5,NA,NA,0,0.2,0.7,NA,NA,FantasySharks,16595,NA,NA,NA,NA,NA,LAC,0,0,0,0,0,0,0.1,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goodson, Tyler",RB,IND,NA,0.9,5,NA,0,0.8,0.5,2,NA,NA,0,0,0.6,NA,NA,FantasySharks,15730,NA,NA,NA,NA,NA,@TEN,0,0,0,0,0,0,0.2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chestnut, Julius",RB,TEN,NA,1,2,NA,0,0.4,0.4,4,NA,NA,0,0,0.6,NA,NA,FantasySharks,15965,NA,NA,NA,NA,NA,IND,0,0,0,0,0,0,0,0,0,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Evans, Darrynton",RB,BUF,NA,1.1,4,NA,0,0.2,0.1,1,NA,NA,0,0,0.5,NA,NA,FantasySharks,14808,NA,NA,NA,NA,NA,@NYJ,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Trayveon",RB,CIN,NA,0.9,4,NA,0,0.3,0.3,1,NA,NA,0,0,0.5,NA,NA,FantasySharks,14076,NA,NA,NA,NA,NA,@NYG,0,0,0,0,0,0,0,0,0,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ricard, Patrick",RB,BAL,NA,0,0,NA,0,0.9,0.3,4,NA,NA,0,0,0.5,NA,NA,FantasySharks,13455,NA,NA,NA,NA,NA,WAS,0,0,0,0,0,0,0.1,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gray, Eric",RB,NYG,NA,1.3,3,NA,0,0.5,0.5,2,NA,NA,0,0,0.5,NA,NA,FantasySharks,16173,NA,NA,NA,NA,NA,CIN,0,0,0,0,0,0,0,0,0,36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks, Chris",RB,GBP,NA,1.7,5,NA,0,0.2,0.2,0,NA,NA,0,0,0.5,NA,NA,FantasySharks,16387,NA,NA,NA,NA,NA,ARI,0,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mims, Jordan",RB,NOS,NA,1.3,4,NA,0,0.6,0.2,1,NA,NA,0,0,0.4,NA,NA,FantasySharks,16424,NA,NA,NA,NA,NA,TBB,0,0,0,0,0,0,0.1,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vidal, Kimani",RB,LAC,NA,1.7,4,NA,0,0.2,0.2,1,NA,NA,0,0.1,0.4,NA,NA,FantasySharks,16757,NA,NA,NA,NA,NA,@DEN,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
