player,pos,team,games,pass_att,pass_comp,pass_yds,pass_yds_g,pass_tds,pass_int,pass_rate,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,pass_09_tds,pass_1019_tds,pass_2029_tds,pass_3039_tds,pass_4049_tds,pass_50_tds,sacks,scoring_opp,bye,draft_rank,pass_comp_pct,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,yahoo_site_points,yahoo_salary,yahoo_value,two_pts
Justin Herbert,QB,NA,NA,25.01873449,38.40511095,291.8874524,NA,2.092702873,0.796843812,NA,3.445583021,15.24551375,NA,0.251784799,NA,NA,NA,4038941,ESPN,14779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamar Jackson,QB,NA,NA,19.29532281,30.12274611,214.3067047,NA,1.512294524,0.830745103,NA,10.23985764,61.6580769,NA,0.308,NA,NA,NA,3916387,ESPN,13593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyler Murray,QB,NA,NA,22.90831374,36.25418818,252.0467027,NA,1.599671611,0.707090941,NA,6.009494103,33.65561211,NA,0.333,NA,NA,NA,3917315,ESPN,14056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Hurts,QB,NA,NA,18.84542486,30.6992469,230.0854303,NA,1.413867453,0.710184054,NA,9.399542869,52.72499512,NA,0.604307856,NA,NA,NA,4040715,ESPN,14783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tom Brady,QB,NA,NA,26.1132092,40.81137999,285.8213874,NA,1.908304126,0.810060052,NA,1.587509308,1.39170189,NA,0.121008876,NA,NA,NA,2330,ESPN,5848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Rodgers,QB,NA,NA,22.10109732,33.50832067,251.5764813,NA,2.3356286,0.521359714,NA,2.181204949,7.767027614,NA,0.095132971,NA,NA,NA,8439,ESPN,7836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Russell Wilson,QB,NA,NA,20.21288903,31.50407235,246.7747187,NA,2.106475776,0.567093273,NA,4.264606876,23.64847554,NA,0.131788705,NA,NA,NA,14881,ESPN,10703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Burrow,QB,NA,NA,22.11061273,33.38059876,249.8692101,NA,1.839572666,0.943221785,NA,3.458424979,13.445593,NA,0.209882582,NA,NA,NA,3915511,ESPN,14777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matthew Stafford,QB,NA,NA,21.71364947,32.57711291,248.9485585,NA,2.234370354,0.953151604,NA,2.33900961,6.668160578,NA,0.0924681,NA,NA,NA,12483,ESPN,9431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Lance,QB,NA,NA,16.74128441,26.51472862,201.6751216,NA,1.504166651,0.729238201,NA,8.474004816,37.95083501,NA,0.26,NA,NA,NA,4383351,ESPN,15240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derek Carr,QB,NA,NA,23.88227943,35.98204399,266.5752362,NA,1.935397903,0.912644131,NA,1.995147206,6.870632845,NA,0.1201637,NA,NA,NA,16757,ESPN,11644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kirk Cousins,QB,NA,NA,23.90098334,36.22641309,270.2641144,NA,1.665922689,0.682999907,NA,1.62173979,5.763419418,NA,0.062338896,NA,NA,NA,14880,ESPN,10700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Lawrence,QB,NA,NA,23.00953204,36.64074564,241.7774194,NA,1.382758225,0.924408959,NA,3.901589155,17.69495297,NA,0.153661002,NA,NA,NA,4360310,ESPN,15237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tua Tagovailoa,QB,NA,NA,24.93315669,37.43023314,262.995544,NA,1.650577081,0.78375297,NA,3.128490432,9.687893395,NA,0.170860025,NA,NA,NA,4241479,ESPN,14778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Fields,QB,NA,NA,19.36752532,31.23849365,211.4755703,NA,0.970369127,1.074461151,NA,6.866779444,35.06257979,NA,0.167314939,NA,NA,NA,4362887,ESPN,15238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Jones,QB,NA,NA,20.99028862,32.78071474,237.2050517,NA,1.376969824,0.789341327,NA,4.955512198,27.67211469,NA,0.15654003,NA,NA,NA,3917792,ESPN,14059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jameis Winston,QB,NA,NA,21.8750057,33.62218522,238.591396,NA,1.491638217,1.141648224,NA,3.787364859,14.88320673,NA,0.086333969,NA,NA,NA,2969939,ESPN,12140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carson Wentz,QB,NA,NA,21.50205452,33.39654531,248.8212368,NA,1.924332825,0.749291033,NA,3.534070864,14.93922621,NA,0.163596358,NA,NA,NA,2573079,ESPN,12610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Tannehill,QB,NA,NA,22.51760672,34.48756536,233.9961754,NA,1.183271834,0.789989119,NA,3.291402663,15.62748958,NA,0.239048313,NA,NA,NA,14876,ESPN,10697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Ryan,QB,NA,NA,20.57052187,31.75144715,235.8844183,NA,1.647882702,0.706424019,NA,2.489523811,8.233409353,NA,0.111290777,NA,NA,NA,11237,ESPN,9099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mac Jones,QB,NA,NA,21.85364952,33.26301592,234.8084058,NA,1.338320064,0.917146299,NA,2.675871553,9.098645267,NA,0.084396835,NA,NA,NA,4241464,ESPN,15241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jared Goff,QB,NA,NA,21.64763878,33.40102738,231.7312577,NA,1.65525494,0.751854082,NA,1.7142715,3.978871969,NA,0.087181749,NA,NA,NA,3046779,ESPN,12611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baker Mayfield,QB,NA,NA,21.08948555,33.68718957,251.16311,NA,1.354492147,0.896345852,NA,2.780778053,9.710252165,NA,0.13,NA,NA,NA,3052587,ESPN,13590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davis Mills,QB,NA,NA,24.08944927,37.57582923,260.0818027,NA,1.189214173,0.830897013,NA,1.957941867,7.494270441,NA,0.067086107,NA,NA,NA,4242546,ESPN,15252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marcus Mariota,QB,NA,NA,20.82311393,33.76432391,240.2759759,NA,1.009816247,0.576775909,NA,4.922068277,27.35828069,NA,0.171768712,NA,NA,NA,2576980,ESPN,12141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geno Smith,QB,NA,NA,22.59580962,34.54768106,242.8859801,NA,1.085619618,0.554049076,NA,2.856569097,10.5428563,NA,0.11496262,NA,NA,NA,15864,ESPN,11150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitch Trubisky,QB,NA,NA,22.85871802,35.70925298,236.9837679,NA,1.30677916,0.707267666,NA,3.214384848,13.47096943,NA,0.112442457,NA,NA,NA,3039707,ESPN,13115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacoby Brissett,QB,NA,NA,18.39780655,29.26464748,201.4430306,NA,1.333929096,0.526012372,NA,3.449903784,12.54890998,NA,0.194437414,NA,NA,NA,2578570,ESPN,12616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Flacco,QB,NA,NA,22.8857071,36.28499995,244.5599581,NA,1.191599729,0.750347954,NA,1.977678291,7.40807052,NA,0.074445103,NA,NA,NA,11252,ESPN,9064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Rush,QB,NA,NA,23.50517897,37.43256235,246.4689846,NA,1.22397222,0.99855888,NA,2.6,8.420680584,NA,0.100951777,NA,NA,NA,2972515,ESPN,13124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
